abound	abundan
moronic	moronic
morons	morons
mortification	mortificación
mortified	mortificado
mortify	mortificar
mortifying	mortificante
motionless	inmóbil
motley	motley
mourn	chorar
mourner	mourner
mournful	triste
mournfully	tristemente
muddle	muddle
muddy	lodo
mudslinger	mudslinger
mudslinging	mudslinging
mulish	mulish
multi-polarization	multipolarización
mundane	mundano
murder	asasinato
murderer	asasino
murderous	asasinos
murderously	asasinosamente
murky	turbio
mushy	mushy
musty	mofo
mysterious	misterioso
mysteriously	misteriosamente
mystery	misterio
mystify	mistificar
myth	mito
nag	nag
nagging	irritante
naive	inxenuo
naively	inxenuamente
nastily	nastily
nastiness	maldade
nasty	desagradable
naughty	travieso
nauseate	náuseas
nauseates	náuseas
nauseating	náuseas
nauseatingly	nauseabundo
naïve	inxenuo
nebulous	nebuloso
nebulously	nebuloso
needless	innecesario
needlessly	innecesariamente
needy	necesitado
nefarious	nefasta
nefariously	nefastamente
negate	negar
negation	negación
negative	negativa
negatives	negativos
negativity	negatividade
neglect	neglixencia
neglected	negligenciado
negligence	neglixencia
negligent	negligente
nemesis	nemesis
nepotism	nepotismo
nervous	nervioso
nervously	nerviosamente
nervousness	nerviosismo
nettle	urtiga
nettlesome	indeciso
neurotic	neurótico
neurotically	neuroticamente
niggle	niggle
niggles	niggles
nightmare	pesadelo
nightmarish	pesadelo
nightmarishly	sorprendentemente
nitpick	nitpick
nitpicking	nitpicking
noise	ruído
noises	ruídos
noisy	ruidoso
nonexistent	inexistente
nosey	narciso
notoriety	notoriedade
notorious	notorio
notoriously	notoriamente
noxious	nocivo
nuisance	molestias
numb	entumecido
obese	Obeso
object	obxecto
objection	obxección
objectionable	desagradable
objections	obxeccións
oblique	oblicuo
obliterate	borrar
obliterated	borrado
oblivious	ignorante
obnoxious	desagradable
obnoxiously	desagradable
obscene	obsceno
obscenely	obscenamente
obscenity	obscenidade
obscure	escuro
obscured	escuro
obscures	escuro
obscurity	escuridade
obsess	obsesionado
obsessive	obsesivo
obsessively	obsesivamente
obsessiveness	obsesión
obsolete	obsoleto
obstacle	obstáculo
obstinate	obstinado
obstinately	obstinadamente
obstruct	obstruír
obstructed	obstruído
obstructing	obstruyendo
obstruction	obstrución
obstructs	obstruye
obtrusive	molesto
obtuse	obtuso
occlude	occlude
occluded	oculto
occludes	occludes
occluding	occluding
odd	estraño
oddities	curiosidades
oddity	oddidade
oddly	curiosamente
odor	olor
offence	delito
offend	ofender
offender	infractor
offending	ofender
offenses	delitos
offensive	ofensiva
offensively	Ofensivamente
offensiveness	ofensiva
officious	oficiosas
ominous	ominoso
ominously	ominoso
omission	omisión
omit	omitir
one-sided	unilateral
onerous	oneroso
onerously	onerosa
onslaught	ataque
opinionated	opinionado
opponent	adversario
opportunistic	oportunista
opposition	oposición
oppositions	oposicións
oppress	oprimir
oppression	opresión
oppressive	opresivo
oppressively	opressivamente
oppressiveness	opressividade
oppressors	opresores
ordeal	calvario
orphan	orfo
ostracize	ostracize
outbreak	brote
outburst	explosión
outbursts	explosións
outcast	despedida
outcry	protesta
outlaw	proscrito
outmoded	anticuado
outrage	indignación
outraged	indignado
outrageous	indignante
outrageously	escandalosamente
outrageousness	indignación
outrages	indignacións
outsider	outsider
over-acted	sobre-actuado
over-hyped	over-hyped
over-valuation	sobrevaloración
overact	overact
overacted	overacted
overawe	overawe
overbalance	sobrebalanza
overbalanced	equilibrado
overbearing	aburrido
overblown	excesivamente
overdo	exceso
overdone	exagerado
overdue	atrasado
overemphasize	sobreemphasize
overheat	sobrecalentarse
overkill	exceso
overloaded	sobrecargado
overpriced	caro
overrated	sobrevalorado
overreach	overreach
overrun	exceso
overshadow	eclipsar
oversight	supervisión
oversights	descuidos
oversize	oversize
overstate	exagerar
overstated	esaxerado
overstatement	exageración
overstatements	excesos
overstates	esquece
overtaxed	sobretaxado
overthrow	derrocar
overthrows	derrubas
overturn	voltar
overweight	sobrepeso
overwhelm	abrumar
overwhelmed	abrumado
overwhelming	abafadora
overwhelmingly	abrumadoramente
overwhelms	abruma
overzealous	excesivo
overzealously	excesivamente
overzelous	Overzelous
pain	dor
painful	Dolores
painfull	doloroso
painfully	dolorosamente
pains	dores
pale	pálido
pales	palés
paltry	malvada
pan	pan
pandemonium	pandemonium
pander	pander
pandering	pandering
panders	panders
panic	pánico
panick	pánico
panicking	pánico
panicky	pánico
paradoxical	paradoxal
paradoxically	paradójicamente
paralize	paralizar
paralyzed	paralizado
paranoia	paranoia
paranoid	paranoico
parasite	parasito
pariah	pariah
parody	parodia
partiality	parcialidade
partisan	partidista
partisans	partisanos
passe	pase
passive	pasivo
passiveness	pasividade
pathetic	patético
pathetically	patéticamente
patronize	patrocinar
paucity	escaseza
pauper	pauper
paupers	paupers
payback	retorno
peculiar	peculiar
peculiarly	curiosamente
pedantic	pedante
peeled	pelado
peeve	peeve
peeved	peeved
peevish	peevish
peevishly	peevishly
penalize	castigar
penalty	pena
perfidious	perfidioso
perfidity	perfidencia
perfunctory	perfunctory
peril	perigo
perilous	perigoso
perilously	perigosamente
perish	perecer
pernicious	pernicioso
perplex	perplexo
perplexed	perplexos
perplexing	desconcertante
perplexity	perplexidade
persecute	perseguir
persecution	persecución
pertinacious	pertinaz
pertinaciously	pertinazmente
pertinacity	pertinacidade
perturb	perturb
perturbed	perturbado
pervasive	penetrante
perverse	perverso
perversely	perversamente
perversion	perversión
perversity	perversidade
pervert	pervertido
perverted	pervertido
perverts	Perverts
pessimism	pesimismo
pessimistic	pesimista
pessimistically	pesimistamente
pest	praga
pestilent	pestilente
petrified	petrificado
petrify	Petrificar
pettifog	pettifog
petty	pequeno
phobia	fobia
phobic	fóbico
phony	falso
picket	piquete
picketed	piquetes
picketing	piquetes
pickets	piquetes
picky	esixente
pig	porco
pigs	porcos
pillage	pillaje
pillory	píldora
pimple	espiñas
pinch	pinch
pique	pique
pitiable	pitiable
pitiful	lamentable
pitifully	lamentablemente
pitiless	desapontado
pitilessly	pitilessly
pittance	pittance
pity	mágoa
plagiarize	plagiar
plague	peste
plasticky	plasticky
plaything	xogar
plea	motivo
pleas	motivos
plebeian	plebeo
plight	situación
plot	trama
plotters	plotters
ploy	golpeteo
plunder	saqueo
plunderer	saqueador
pointless	inútil
poison	veneno
poisonous	venenoso
poisonously	envelenado
pokey	pokey
poky	poky
polarisation	polarización
polemize	polemizar
pollute	contaminar
polluters	contaminadores
polution	polución
pompous	pomposo
poor	pobre
poorly	mal
posturing	postura
pout	pout
poverty	pobreza
powerless	impotente
prate	prate
pratfall	pratfall
prattle	practle
precarious	precario
precariously	precariamente
precipitate	precipitar
precipitous	precipitado
predatory	depredador
predicament	predicamento
prejudge	prexudicar
prejudice	prejuicio
prejudices	prejuicios
prejudicial	prejudicial
premeditated	premeditado
preoccupy	preocupación
preposterous	absurdo
preposterously	absurdamente
presumptuous	presuntuoso
presumptuously	presuntamente
pretence	pretensio
pretend	finxir
pretense	pretensio
pretentious	pretencioso
pretentiously	pretenciosamente
prevaricate	prevaricar
pricey	caro
prick	picar
prickle	picar
prickles	espiños
prideful	orgulloso
prik	prik
primitive	primitivo
prison	prisión
prisoner	preso
problem	problema
problematic	problemático
problems	problemas
procrastinate	procrastinar
procrastinates	procrastina
procrastination	procrastinación
profane	profano
profanity	profanidade
prohibit	prohibido
prohibitive	prohibitivo
prohibitively	prohibitivamente
propaganda	propaganda
propagandize	propaganda
proprietary	propietario
prosecute	procesar
protest	protesta
protested	protestou
protesting	protestando
protests	protestas
protracted	prolongada
provocation	provocación
provocative	provocativo
provoke	provocar
pry	picar
pugnacious	pugnacious
pugnaciously	contundentemente
pugnacity	pugnacidade
punch	golpe
punish	castigar
punishable	puníbel
punitive	punitiva
punk	punk
puny	puny
puppet	títere
puppets	títeres
puzzled	intrigado
puzzlement	confusión
puzzling	desconcertante
quack	quack
qualm	calm
qualms	rotos
quandary	quandary
quarrel	pelexa
quarrellous	alejados
quarrellously	pelexando
quarrels	pelexas
quarrelsome	peleas
quash	quash
queer	queer
questionable	cuestionable
quibble	quibble
quibbles	quibbles
quitter	quitter
rabid	rabioso
racism	racismo
racist	racista
racists	racistas
racy	racy
radical	radical
radicalization	radicalización
radically	radicalmente
radicals	radicais
rage	rabia
ragged	desgastado
raging	furor
rail	ferroviario
raked	raked
rampage	rebeldía
rampant	desenfreado
ramshackle	estropeado
rancor	rancor
randomly	aleatoriamente
rankle	rango
rant	rant
ranted	ranted
ranting	ranting
rantingly	descaradamente
rants	rants
rape	violación
raped	violada
raping	violando
rascal	canalla
rascals	bandidos
rash	erupción
rattle	traqueteo
rattled	ruidoso
rattles	chocos
ravage	estragos
raving	raving
reactionary	reaccionario
rebellious	rebeldes
rebuff	rexeitamento
rebuke	reprensión
recalcitrant	recalcitrante
recant	recente
recession	recesión
recessionary	recesiva
reckless	imprudente
recklessly	imprudente
recklessness	imprudencia
recoil	retroceso
recourses	recursos
redundancy	redundancia
redundant	redundante
refusal	negativa
refuse	rexeitar
refused	negouse
refuses	rexeita
refusing	negarse
refutation	refutación
refute	refutar
refuted	refutada
refutes	refuta
refuting	refutando
regress	regreso
regression	regresión
regressive	regresiva
regret	arrepentimento
regreted	arrepentido
regretful	arrepentido
regretfully	lamentablemente
regrets	lamenta
regrettable	lamentable
regrettably	lamentablemente
regretted	lamentou
reject	rexeitar
rejected	rexeitado
rejecting	rexeitando
rejection	rexeitamento
rejects	rexeita
relapse	recidiva
relentless	implacable
relentlessly	implacablemente
relentlessness	incansableidade
reluctance	reluctancia
reluctant	relutante
reluctantly	relutantemente
remorse	remordimiento
remorseful	arrepentido
remorsefully	remordialmente
renounce	renunciar
renunciation	renuncia
repel	repeler
repetitive	repetitivo
reprehensible	reprensible
reprehensibly	reprensiblemente
reprehension	reprensión
reprehensive	reprensivo
repress	reprimir
repression	represión
repressive	represivo
reprimand	reprimenda
reproach	reproche
reproachful	reproachful
reprove	reprender
reprovingly	reprobando
repudiate	repudiar
repudiation	repudio
repugn	repugnar
repugnance	repugnancia
repugnant	repugnante
repugnantly	repugnante
repulse	repulse
repulsed	rexeitado
repulsing	rexeitando
repulsive	repulsivo
repulsively	repulsivamente
repulsiveness	repulsividade
resent	resentirse
resentful	resentido
resentment	resentimento
resignation	renuncia
resigned	renunciou
resistance	resistencia
restless	inquedo
restlessness	inquietude
restrict	restrinxir
restricted	restrinxido
restriction	restrición
restrictive	restritiva
resurgent	resurgente
retaliate	represaliar
retaliatory	represalias
retard	retraso
retarded	retardado
retardedness	retraso
retards	demora
reticent	reticente
retract	retraerse
retreat	retiro
retreated	retirouse
revenge	vinganza
revengeful	vingativo
revengefully	vengamente
revert	volver
revile	revélase
reviled	reviled
revoke	revogar
revolt	revolta
revolting	revoltando
revoltingly	revoltemente
revulsion	revulsión
revulsive	revulsivo
rhapsodize	rhapsodize
rhetoric	retórica
rhetorical	retórica
ridicule	ridículo
ridicules	burlas
ridiculous	ridículo
ridiculously	ridículamente
rife	abundante
rift	rift
rifts	fisuras
rigid	ríxido
rigidity	rixidez
rigidness	rixidez
rile	trastorno
riled	riled
rip	rasgar
rip-off	rip-off
ripoff	ripoff
ripped	rasgado
risk	risco
risks	riscos
risky	arriscado
rival	rival
rivalry	rivalidade
rocky	rochoso
rogue	canalla
rot	podremia
rotten	podrido
rough	bruto
rremediable	rremediable
rubbish	lixo
rude	groseiro
rue	rue
ruffian	rufian
ruffle	ruffle
ruin	ruína
ruining	arruinando
ruinous	ruinoso
ruins	ruínas
rumbling	rumorando
rumor	rumor
rumors	rumores
rumours	rumores
rumple	rumple
run-down	atropelar
runaway	Fuxe
rupture	ruptura
rust	ferruxe
rusts	ferrugem
rusty	oxidado
rut	rut
ruthless	desapiadado
ruthlessly	despiadadamente
ruthlessness	crueldade
ruts	ruts
sabotage	sabotaxe
sack	saco
sacrificed	sacrificado
sad	triste
sadden	triste
sadness	tristeza
sag	sag
sagged	sagged
sagging	flaccidez
saggy	saggy
sags	sags
salacious	salaz
sanctimonious	sanctimonious
sap	sap
sarcasm	sarcasmo
sarcastic	sarcástico
sarcastically	sarcásticamente
sardonic	sardónico
sardonically	sardonicamente
sass	sass
satirical	satírico
satirize	satirize
savage	salvaxe
savaged	salvaxe
savagery	salvaxismo
savages	salvaxes
scaly	escamosa
scam	estafa
scams	golpes
scandal	escándalo
scandalize	escandalizar
scandalized	escandalizado
scandalous	escandalosa
scandalously	escandalosa
scandals	escándalos
scandel	escandalo
scandels	escandallos
scant	pouco
scar	cicatriz
scarce	escasos
scarcely	apenas
scarcity	escaseza
scare	asustar
scared	asustado
scarily	escasamente
scarred	cicatrizado
scars	cicatrices
scary	asustado
scathing	mordaz
scathingly	mordazmente
sceptical	escéptico
scoff	escoitar
scoffingly	burlonamente
scold	reprender
scolded	reprendido
scolding	reputación
scoldingly	regañadientes
scorching	escaldante
scorn	desprezo
scornful	desprezador
scornfully	desprezo
scoundrel	canalla
scourge	flaxelo
scowl	brillo
scramble	pelexar
scrambled	revoltos
scrambles	escándalos
scrambling	loitando
scrap	chatarra
scratch	cero
scratched	rascado
scratches	arañazos
scratchy	raspado
scream	gritar
screech	chillar
screw-up	parafuso
screwed	atornillado
screwed-up	atornillado
screwy	atornillado
scuff	peluche
scuffs	peluches
scum	escoria
scummy	escuro
secretive	segredo
sedentary	sedentario
seedy	severo
seethe	seethe
seething	fame
self-coup	auto-golpe
self-criticism	autocrítica
self-defeating	autoproclamante
self-destructive	autodestructiva
self-humiliation	auto-humillación
self-interested	autointerés
self-serving	autoservizo
selfinterested	selfinterested
selfish	egoísta
selfishly	egoístas
selfishness	egoísmo
senile	senil
sensationalize	sensacionalizar
seriousness	seriedade
sermonize	sermonizar
servitude	servitude
set-up	montar
setback	revés
setbacks	contratiempos
sever	cortar
severe	severo
severity	severidade
shabby	gastado
shadowy	sombrío
shady	sombreado
shake	sacudir
shaky	inestable
shallow	superficial
sham	farsa
shambles	rompe
shame	vergonza
shameful	vergonzoso
shamefully	vergonzosamente
shamefulness	vergonza
shameless	desvergonzado
shamelessly	desvergonzadamente
shamelessness	desvergonzado
shark	tiburón
sharply	bruscamente
shatter	romper
shemale	transexual
shimmer	brillo
shimmy	shimmy
shipwreck	naufraxio
shirk	fuxir
shirker	shirker
shit	merda
shiver	tremer
shock	choque
shocked	sorprendido
shocking	impactante
shockingly	sorprendentemente
shortage	escaseza
shortchange	shortchange
shortcoming	deficiencia
shortcomings	deficiencias
shortness	falta
shortsighted	miopía
shortsightedness	miopía
showdown	showdown
shrew	shrew
shriek	gritar
shrill	estridente
shrilly	reluciente
shrivel	descifrar
shroud	sudario
shrouded	cuberto
shun	escoitar
shunned	rexeitou
sick	enfermo
sicken	engordar
sickening	enfermo
sickeningly	enfermo
sickly	enfermo
sickness	enfermidade
sidetrack	desprazamento
sidetracked	desviado
siege	asedio
sillily	silenciosamente
silly	tonto
simplistic	simplista
sin	pecado
sinful	pecador
sinfully	sinuosamente
sinister	siniestro
sinisterly	sinistralmente
sink	afundir
sinking	afundíndose
skeletons	esqueletos
skeptic	escéptico
skeptical	escéptico
skeptically	escépticamente
skepticism	escepticismo
sketchy	incompleto
skimpy	escabroso
skinny	flaco
skittish	asqueroso
skittishly	inconsciente
skulk	skulk
slack	holgazán
slander	calumnias
slanderer	calumniador
slanderous	calumnioso
slanderously	calumnioso
slanders	calumnias
slap	bofetada
slashing	cortando
slaughter	masacre
slaughtered	matado
slave	escravo
slaves	escravos
sleazy	deslumbrante
slime	limo
slog	slog
slogged	inserido
slogging	slogging
slogs	slogs
sloooooooooooooow	sloooooooooooooow
sloooow	sloooow
slooow	slooow
sloow	sloow
sloppily	descabellado
sloppy	desleixo
sloth	perezoso
slothful	carente
slow	lento
slowed	desacelerou
slowly	lentamente
sloww	lento
slowww	slowww
slowwww	reducir
slug	babosa
sluggish	lento
slump	caída
slumping	caer
slumpping	desmoronándose
slur	rebelde
slut	puta
sluts	sluts
sly	astuto
smack	golpear
smallish	pequeno
smash	esmagar
smear	esfregar
smell	cheiro
smelled	olía
smelling	olfateando
smells	cheira
smelly	maloliente
smelt	olía
smoke	fume
smolder	olor
smoldering	ardoroso
smother	sofre
smoulder	olor
smouldering	ardoroso
smudge	mancha
smudged	borrosa
smudges	manchas
smudging	manchar
smug	presumible
smugly	presumiblemente
smut	smut
smuttier	smutter
smutty	sorriso
snag	atrapado
snagged	enganchados
snagging	agarrado
snags	snags
snappish	escoitar
snare	trampa
snarky	snarky
snarl	nariz
sneak	esgueirar
sneakily	sorprendentemente
sneaky	asustado
sneer	escoitar
sneering	burlándose
sneeringly	decepcionante
snob	snob
snobbish	snobbish
snobby	snobby
snobish	snobish
snobs	snobs
snub	deshonra
soapy	xabonoso
sob	sob
sober	sobrio
sobering	sobrio
solemn	solemne
solicitude	solicitude
somber	sombrío
sore	dorida
sorely	sorely
soreness	dor
sorrow	tristeza
sorrowful	triste
sorrowfully	tristemente
sorry	perdón
sour	agria
sourly	sinceramente
spade	espada
spank	spank
spendy	gasto
spew	derramar
spewed	lanzado
spewing	chorando
spews	lanzas
spilling	derramar
spinster	esposo
spiritless	espiritual
spiteful	rencoroso
spitefully	incómodo
splatter	salpicaduras
split	dividir
splitting	división
spoil	romper
spoilage	deterioración
spoilages	estragos
spoiled	estropeado
spoilled	esmagado
spoils	botín
spook	espanto
spookiest	asustado
spookily	asustado
spooky	aterrador
spoonfed	esponxados
sporadic	esporádico
spotty	irregular
spurious	espurio
spurn	esnaquizar
sputter	chisporroteo
squabble	disputa
squabbling	pelexando
squander	perder
squash	cabaza
squeak	escoitar
squeaks	chispas
squeaky	esquisito
squeal	chirrido
squealing	chillando
squeals	chillidos
squirm	escoitar
stab	apuñalar
stagnant	estancado
stagnate	estancarse
stagnation	estancamento
staid	staid
stain	manchar
stains	manchas
stale	obsoleto
stalemate	estancar
stall	parada
stalls	postos
stammer	balbuceiro
stampede	estampida
standstill	paralización
stark	agudo
starkly	duramente
startle	asustado
startling	sorprendente
startlingly	sorprendentemente
starvation	fame
static	estática
steal	roubar
stealing	roubar
steals	rouba
steep	abrupto
steeply	abruptamente
stench	hedor
stereotype	estereotipo
stereotypical	estereotipo
stereotypically	estereotipada
stern	popa
stew	estofado
sticky	pegajoso
stiff	ríxido
stiffness	rixidez
stifle	sofocar
stifling	sofocante
stiflingly	asfixiante
stigma	estigma
stigmatize	estigmatizar
sting	picadura
stinging	picadura
stingingly	picante
stingy	mordaz
stink	asfixia
stinks	apestosa
stodgy	asustado
stole	roubou
stolen	roubado
stooge	stooge
stooges	chocan
stormy	tormentoso
straggle	estraggle
straggler	estraño
strain	tensión
strained	tenso
straining	esforzándose
strange	estraño
strangely	curiosamente
stranger	estraño
strangle	estrangular
streaky	streaky
strenuous	extenuante
stress	estrés
stresses	tensións
stressful	estresante
stressfully	estresante
stricken	afectados
strict	estrita
strictly	estrictamente
strident	estridente
stridently	estridente
strife	pelexa
strike	folga
stringent	rigoroso
stringently	rigorosamente
struck	golpeado
struggle	loita
struggled	loitaba
struggles	loitas
struggling	loitando
strut	puntal
stubborn	obstinado
stubbornly	obstinadamente
stubbornness	obstinación
stuck	atrapado
stuffy	estofado
stumble	tropezar
stumbled	tropezou
stumbles	tropeza
stump	tocón
stumped	estropeado
stumps	tocones
stun	atordoamento
stunt	stunt
stunted	atrofiado
stupid	estúpido
stupidest	estúpido
stupidity	estupidez
stupidly	estúpidamente
stupified	estupido
stupify	estuperse
stupor	estupor
stutter	tartamudez
stuttered	asfixiada
stuttering	tartamudear
stutters	stutters
sty	estilo
stymied	estancado
sub-par	sub-par
subdued	sometido
subjected	sometido
subjection	suxeición
subjugate	subxugar
subjugation	subxugación
submissive	sumiso
subordinate	subordinado
subpoena	citación
subpoenas	citacións
subservience	subservience
subservient	subserviente
subtract	restar
subversion	subversión
subversive	subversivo
subversively	subversivamente
subvert	subverte
succumb	sucumbir
suck	chupar
sucked	aspirado
sucker	saltador
sucks	chupa
sucky	sucky
sue	demanda
sued	demandado
sueing	suing
sues	demanda
suffer	sufrir
suffered	sufriu
sufferer	sofredor
sufferers	enfermos
suffering	sufrimento
suffers	sofre
suffocate	asfixiarse
sugarcoated	azucarado
suicidal	suicida
suicide	suicidio
sulk	sulk
sullen	sullen
sully	sully
sunder	certo
sunk	afundido
sunken	afundido
superficial	superficial
superficiality	superficialidade
superficially	superficialmente
superfluous	superfluo
superstition	superstición
superstitious	supersticiosos
suppress	suprimir
suppression	supresión
surrender	rendición
susceptible	susceptibles
suspect	sospeitoso
suspicion	sospeita
suspicions	sospeitas
suspicious	sospeitoso
suspiciously	sospeitosamente
swagger	swagger
swamped	inundado
sweaty	sudorosa
swelled	inchada
swelling	inchazo
swindle	estafador
swipe	deslizar
swollen	inchada
symptom	síntoma
symptoms	síntomas
syndrome	síndrome
taboo	tabú
tacky	pegajoso
taint	tinto
tainted	contaminado
tamper	manipulación
tangle	enredo
tangled	enredado
tangles	enredos
tank	tanque
tanked	Tanked
tanks	tanques
tantrum	berrinche
tardy	tarde
tarnish	manchar
tarnished	manchados
tarnishes	espanta
tarnishing	tarnishing
tattered	desgarrado
taunt	taunt
taunting	asustado
tauntingly	inquietante
taunts	burlas
taut	taut
tawdry	taqueria
taxing	impostos
tease	burlarse
teasingly	escoitando
tedious	tedioso
tediously	tediosamente
temerity	temeridade
temper	temperamento
tempest	tempestade
temptation	tentación
tenderness	tenrura
tense	tenso
tension	tensión
tentative	tentativa
tentatively	tentativamente
tenuous	tenue
tenuously	tenuously
tepid	tibio
terrible	terrible
terribleness	terribles
terribly	terriblemente
terror	terror
terror-genic	terror-xénico
terrorism	terrorismo
terrorize	aterrorizar
testily	testily
testy	testy
tetchily	téticamente
tetchy	tético
thankless	agradecido
thirst	sede
thorny	espiñento
thoughtless	pensativo
thoughtlessly	pensativo
thoughtlessness	inconsciencia
thrash	thrash
threat	ameaza
threaten	ameazan
threatening	ameazando
threats	ameazas
threesome	trío
throb	golpear
throbbed	palpitou
throbbing	palpitante
throbs	golpes
throttle	acelerador
thug	matón
thumbs-down	pulgar-baixo
thwart	frustrar
timid	tímido
timidity	timidez
timidly	timidamente
timidness	timidez
tin-y	tin-y
tingled	formigado
tingling	formigueiro
tired	canso
tiresome	cansativo
tiring	cansativo
tiringly	cansadamente
toil	traballo
toll	peaxe
topple	derrubar
torment	tormento
tormented	atormentado
torrent	torrent
tortuous	tortuoso
torture	tortura
tortured	torturado
tortures	torturas
torturing	torturar
torturous	tortuoso
torturously	tortuoso
totalitarian	totalitario
touchy	tactil
toughness	dureza
tout	tout
touted	touted
touts	touts
toxic	tóxico
traduce	traducir
tragedy	traxedia
tragic	tráxico
tragically	traxicamente
traitor	traidor
traitorous	traidor
traitorously	traidoramente
tramp	vagabundo
trample	pisar
transgress	transgredir
transgression	transgresión
trap	trampa
traped	trampa
trapped	atrapado
trash	lixo
trashed	lixo
trashy	lixo
trauma	trauma
traumatic	traumático
traumatically	traumáticamente
traumatize	traumatizar
traumatized	traumatizado
travesties	travestis
travesty	travestia
treacherous	traizoeiro
treacherously	traizoeiro
treachery	traizón
treason	traizón
treasonous	traidor
trick	truco
tricked	enganado
trickery	trucos
tricky	complicado
trivial	trivial
trivialize	trivializar
trouble	problemas
troubled	preocupado
troublemaker	molestão
troubles	problemas
troublesome	molesto
troublesomely	molestamente
troubling	inquietante
troublingly	inquietante
truant	truant
tumble	caer
tumbled	caeu
tumbles	tumble
tumultuous	tumultuoso
turbulent	turbulento
turmoil	turbulencia
twist	torcer
twisted	torcido
twists	xiros
tyrannical	tiránico
tyrannically	tiranicamente
tyranny	tiranía
tyrant	tirano
ugh	ugh
ugliness	feiúra
ugly	feo
ulterior	ulterior
ultimatum	ultimátum
ultimatums	ultimátums
ultra-hardline	ultra-hardline
unable	incapaz
unacceptable	inaceptable
unacceptablely	inacceptablely
unacceptably	inaceptable
unaccessible	inaccesible
unaccustomed	inexplicable
unachievable	inalcanzable
unaffordable	inaccesible
unappealing	desapacible
unauthentic	unuthentic
unavoidably	inevitablemente
unbearable	insoportable
unbearablely	insoportablemente
unbelievable	increíble
unbelievably	increíblemente
uncaring	incómodo
uncertain	incerto
uncivil	incivil
uncivilized	incivilizados
unclean	impuro
unclear	escuro
uncollectible	incoloro
uncomfortable	incómodo
uncomfortably	incómodamente
uncomfy	incomodo
uncompromising	intransixente
unconstitutional	inconstitucional
unconvincingly	inconsciente
uncouth	inexorable
uncreative	inculto
undecided	indecisos
undefined	indefinido
undercut	baixo
undercuts	baixadas
undercutting	subcotización
underdog	underdog
underestimate	subestimar
underlings	subalternos
undermine	minar
undermined	minado
undermines	socava
undermining	socavando
underpaid	inadimplentes
undesirable	indeseable
undetermined	indeterminado
undid	desfíxose
undignified	indignado
undocumented	indocumentado
undone	desfacer
undue	indebido
unease	malestar
uneasily	inquieto
uneasiness	inquietud
uneasy	incómodo
unemployed	desempregados
unequal	desigual
uneven	desigual
uneventful	inconsciente
unexpected	inesperado
unexpectedly	inesperadamente
unexplained	inexplicable
unfairly	inxustamente
unfaithful	infiel
unfaithfully	unfaithfully
unfamiliar	descoñecido
unfavorable	desfavorable
unfeeling	insensible
unfinished	inacabado
unfit	incapaz
unforeseen	imprevisto
unforgiving	implacable
unfortunate	infeliz
unfounded	infundado
unfriendly	hostil
ungovernable	ingovernable
ungrateful	ingrato
unhappily	infeliz
unhappiness	infelicidade
unhappy	infeliz
unhealthy	insalubre
unhelpful	inútil
unilateralism	unilateralismo
unimaginable	inimaginable
unimaginably	inimaginablemente
unintelligible	ininteligible
unintelligile	unintelligile
unipolar	unipolar
unjust	inxusto
unjustifiable	injustificable
unjustifiably	inxustificadamente
unjustified	injustificado
unjustly	injustamente
unkind	indeciso
unkindly	inconsciente
unknown	descoñecido
unlawful	ilegal
unlawfully	ilegalmente
unlawfulness	ilegalidade
unleash	desencadear
unlikely	improbable
unlucky	desgraciado
unnatural	antinatural
unnaturally	desnaturalmente
unnecessary	innecesario
unneeded	innecesario
unnerve	desanimado
unnerved	nervioso
unnerving	inquietante
unnervingly	inconsciente
unnoticed	desapercibido
unorthodox	ortodoxo
unorthodoxy	ortodoxia
unpleasant	desagradable
unpleasantries	desagradables
unpopular	impopular
unpredictable	imprevisible
unproductive	improdutiva
unprofitable	inútil
unprove	desprender
unproving	desaprobación
unravel	desenrolar
unraveled	desenrolado
unreachable	inalcanzable
unreasonable	irracional
unrelenting	incansable
unrelentingly	incesante
unrest	disturbios
unruly	incondicional
unsafe	inseguro
unsatisfactory	insatisfactorio
unsavory	desagradable
unsecure	inseguro
unseemly	irrepetible
unsettle	inestable
unsettled	inestable
unsettling	inquietante
unsettlingly	inquietante
unspeakable	indecible
unspeakablely	inequívocamente
unstable	inestable
unsteadily	inexperto
unsteadiness	inestabilidade
unsteady	inestable
unsure	inseguro
unsuspecting	desprezo
unsustainable	insostible
untenable	insostenible
unthinkable	impensable
unthinkably	impensable
untimely	intempestivo
untouched	intacto
untrue	falso
untruthful	inexacto
unusable	inutilizable
unusably	inusamente
unuseable	inutilizable
unuseably	inutilmente
unusual	rara
unusually	inusualmente
unviewable	descoñecible
unwarranted	inxustificado
unwatchable	inviable
unwell	desgraciado
unwieldy	incómodo
unwise	imprudente
unwisely	inconsciente
unworkable	inactivo
unworthy	indigno
unyielding	incondicional
upbraid	upbraid
upheaval	trastorno
uprising	revolta
uproar	alboroto
uproarious	arrogante
uproariously	exageradamente
uproarous	alboroto
uproarously	arrogante
uproot	desarraigo
upset	chat
upseting	molestando
upsets	molestias
upsetting	molesto
upsettingly	atroz
urgent	urxente
useless	inútil
usurp	usurp
usurper	usurpador
utterly	absolutamente
vagrant	vagabundo
vague	vago
vagueness	vaguidade
vanity	vaidade
vehement	vehemento
vehemently	vehementemente
vengeance	vinganza
vengeful	vingativo
vengefully	vengativo
vengefulness	venganza
